wikidata_id,name,instance_of,country
Q16250520,First Presbyterian Church,church,United States of America
Q25004531,Holy Spirit Catholic Church,,United States of America
Q16895523,Mulberry Chapel Methodist Church,church,United States of America
Q16900983,Swansea Friends Meeting House and Cemetery,cemetery,United States of America
Q16254479,Bethesda Episcopal Church,church,United States of America
Q16902351,"Unity Church (Mattoon, Illinois)",church,United States of America
Q16985518,"The Nativity of the Blessed Virgin Mary, Roman Catholic Church",,United States of America
Q16898693,Polegreen Church,archaeological site,United States of America
Q17040166,Union Baptist Church,church,United States of America
Q16245464,Brazeau Presbyterian Church,church,United States of America
Q17053899,York Chapel United Methodist Church,church,United States of America
Q16984965,St. James Roman Catholic Church,,United States of America
Q16974809,First Presbyterian Church of New Orleans,church,United States of America
Q16985013,"St. Rose of Lima Mission, Roman Catholic Church",,United States of America
Q17054005,Zion Lutheran Church,church,
Q16969169,Saint Nicholas Orthodox Church,,United States of America
Q16984018,Belfry Players,,United States of America
Q16902411,Upper Marlboro Residential Historic District,historic district in the United States,United States of America
Q16902311,"Union Baptist Church (Baltimore, Maryland)",,United States of America
Q16993357,First Baptist Church,church,United States of America
Q16892027,Haines Chapel and Cemetery,cemetery,United States of America
Q16900627,St. Paul Camp Ground,church,United States of America
Q16993391,"First Protestant Reformed Church in Grand Rapids, Michigan",,United States of America
Q16933060,Ste. Genevieve Catholic Church,church,
Q16993398,Holliston Church,church,United States of America
Q16963543,Pasadena Presbyterian Church,,United States of America
Q17009783,McKendree United Methodist Church,church,United States of America
Q11689754,St. Andrew Memorial Church,church,United States of America
Q17027280,Traders Point Christian Church,,United States of America
Q16901999,"Trinity United Methodist Church (Athens, Tennessee)",church,United States of America
Q16891317,First Baptist Church of Tiverton,church,United States of America
Q16993201,"Fellowship Bible Church Nashville, Tennessee",,United States of America
Q16892950,Jones Hall,meeting house,United States of America
Q17012384,NewSpring Church,church,United States of America
Q16984285,Sacred Heart Roman Catholic Church,,United States of America
Q16962227,Our Mother of Mercy Catholic Church,,
Q16979576,Lili'uokalani Protestant Church,,
Q17184112,Stone Hill Church of Princeton,,United States of America
Q16899620,Saint Spiridon Orthodox Cathedral,cathedral,United States of America
Q16851175,Camp Welfare,church,United States of America
Q17005414,Immanuel Lutheran Church,,United States of America
Q17008839,Lithium Baptist Church,church,United States of America
Q17008812,Little Shasta Church,,United States of America
Q17053633,Winchester Memorial Church,church,United States of America
Q16968567,Rhodora J. Donahue Academy of Ave Maria,,United States of America
Q18209536,Olivet Baptist Church,,United States of America
Q17194283,Christ Church,church,United States of America
Q16993404,First Unitarian Church of Providence,church,United States of America
Q16919475,Angel Museum,museum,United States of America
Q16931129,Episcopal Cathedral of the Epiphany-Union Church of Santo Domingo,cathedral,Dominican Republic
Q17008095,Lexington Historical Museum,church,United States of America
Q16987348,Church of the River,church,United States of America
Q18755116,"Historic Wintersburg in Huntington Beach, California",,
Q17039944,North Sandwich Meeting House,building,United States of America
Q16980259,Basilica of St. Adalbert,,United States of America
Q16983771,Basilica of St. Mary Star of the Sea,church,United States of America
Q17001391,Basilica of St. Paul,church,United States of America
Q17050017,Cedar Grove Plantation Chapel,church,United States of America
Q17051151,Basilica of St. Mary of the Assumption,,United States of America
Q17104158,Lawtonville Baptist Church,,United States of America
Q17184089,St. George's School and Convent,,
Q17182163,First Congregational Parish Historic District,historic district in the United States,United States of America
Q17184150,Temple Town Hall,,United States of America
Q17182370,All Saints' Episcopal Church,church,United States of America
Q17150535,Bethel Presbyterian Church,church,United States of America
Q17183936,Rock Methodist Episcopal Church,,United States of America
Q17152226,Boykin Mill Complex,historic district in the United States,United States of America
Q17183356,Liberty Hill Historic District,historic district in the United States,United States of America
Q17184200,Weare Town House,,United States of America
Q17184092,St. Mary of the Visitation Catholic Church,church,United States of America
Q19864162,All Saints' Episcopal Church,church,
Q22060827,Dame School,,United States of America
Q18148911,Basilica of Saints Cyril and Methodius,church,United States of America
Q18155537,Our Lady of Pompeii Church,church,United States of America
Q18148916,Basilica of St. Michael the Archangel,church,United States of America
Q17515161,Basilica of the National Shrine of Our Lady of San Juan del Valle,church,United States of America
Q18159220,West Somers Methodist Episcopal Church and Cemetery,church,United States of America
Q18148922,Basilica of the Sacred Hearts of Jesus and Mary,church,United States of America
Q17986313,Cedar Grove Lutheran Church,,United States of America
Q17332489,Antioch Baptist Church,church,United States of America
Q18158399,St. Patrick's Church,,
Q6803169,Meade Ministries,,United States of America
Q18157041,Providence Methodist Church,,United States of America
Q18157130,Randolph Street Church of Christ,church,United States of America
Q14704314,Holy Name Catholic Church,church,United States of America
Q18158368,St. Frances Cabrini Catholic Church,,United States of America
Q18159003,Union Meetinghouse-Universalist Church,church,United States of America
Q7590470,St. Mary Catholic Church,church,United States of America
Q18158047,Sidney Park Colored Methodist Episcopal Church,,United States of America
Q18153702,Little Church in the Pines,church,United States of America
Q18157645,St. James Episcopal Church,,United States of America
Q18151887,Old Pine Street Church,,
Q18149150,Cornerstone Church,,United States of America
Q18159022,Unity Town Hall,,United States of America
Q18153304,La Morada de Nuestra Senora de Guadalupe,,United States of America
Q18151366,Harbor Church,,
Q18155533,Our Lady of Guadalupe Parish,church,United States of America
Q18159340,Woodman Road Historic District,historic district in the United States,United States of America
Q18158358,St. Benedict Catholic Church,church,United States of America
Q18158380,St. Katherine Greek Orthodox Church,church,
Q18125678,Holy Trinity Orthodox Church,church,
Q18158371,St. Francis of Assisi Catholic Church,church,United States of America
Q18158384,St. Mark's Episcopal Church,,United States of America
Q18154793,Mumaw Chapel,,United States of America
Q18159176,"Wayside Chapel, Rosamond, California",,
Q18155073,Nineteenth Street Baptist Church,,United States of America
Q17510838,Forrest Cemetery Chapel and Comfort Station,chapel,United States of America
Q18158097,Smith Chapel,,United States of America
Q17986533,Clear Springs Tabernacle,,United States of America
Q18156678,New Hope Presbyterian Church,church,United States of America
Q18157633,Sacred Heart Church,church,United States of America
Q17986372,Chapel of San Ramon,,United States of America
Q18154450,Milton Town House,,United States of America
Q17627310,Captiva School and Chapel-by-the-Sea Historic District,historic district in the United States,United States of America
Q18159182,Weaverville United Methodist Church,,United States of America
Q18158765,Thomas Chapel A.M.E. Zion Church,,United States of America
Q18158392,St. Matthias Episcopal Church,church,United States of America
Q18150091,First Baptist Church,,United States of America
Q17986484,Church of the Redeemer,church,United States of America
Q17644593,First Baptist Church of Boca Grande,,United States of America
Q18158386,St. Mary's Catholic Church,church,
Q19865159,Fairview Baptist Church,church,
Q17985865,Bethel Church Arbor,church,United States of America
Q18157649,Salem Methodist Church,church,United States of America
Q18154549,Monastery Immaculate Conception,,United States of America
Q18157523,Ronoake Baptist Church,,United States of America
Q18151976,Houck's Chapel,,United States of America
Q18159202,Wesley's Chapel Arbor and Cemetery,historic district in the United States,United States of America
Q18148477,First Church in Salem,church,United States of America
Q18148951,Christ Episcopal Church Complex,,United States of America
